Index,DLL Path,Suspicious,Signature Info
3388,C:\WINDOWS\SYSTEM32\iertutil.dll,No,Not checked
3389,C:\WINDOWS\System32\advapi32.dll,No,Not checked
3390,C:\WINDOWS\SYSTEM32\netutils.dll,No,Not checked
3391,C:\WINDOWS\SYSTEM32\srvcli.dll,No,Not checked
3392,C:\WINDOWS\System32\OLEAUT32.dll,No,Not checked
3393,C:\WINDOWS\SYSTEM32\windows.staterepositorycore.dll,No,Not checked
3394,C:\WINDOWS\SYSTEM32\windows.staterepositoryclient.dll,No,Not checked
3395,C:\WINDOWS\SYSTEM32\profapi.dll,No,Not checked
3396,C:\WINDOWS\SYSTEM32\bcp47mrm.dll,No,Not checked
3397,C:\WINDOWS\system32\uxtheme.dll,No,Not checked
3398,C:\WINDOWS\SYSTEM32\rmclient.dll,No,Not checked
3399,C:\WINDOWS\SYSTEM32\policymanager.dll,No,Not checked
3400,C:\Windows\System32\msvcp110_win.dll,No,Not checked
3401,C:\WINDOWS\SYSTEM32\ntdll.dll,No,Not checked
3402,C:\WINDOWS\System32\KERNELBASE.dll,No,Not checked
3403,C:\WINDOWS\System32\OLEAUT32.dll,No,Not checked
3404,C:\WINDOWS\System32\msvcp_win.dll,No,Not checked
3405,C:\WINDOWS\System32\ucrtbase.dll,No,Not checked
3406,C:\WINDOWS\System32\combase.dll,No,Not checked
3407,C:\WINDOWS\System32\RPCRT4.dll,No,Not checked
3408,C:\WINDOWS\System32\advapi32.dll,No,Not checked
3409,C:\WINDOWS\System32\msvcrt.dll,No,Not checked
3410,C:\WINDOWS\System32\sechost.dll,No,Not checked
3411,C:\WINDOWS\SYSTEM32\PROPSYS.dll,No,Not checked
3412,C:\WINDOWS\System32\user32.dll,No,Not checked
3413,C:\WINDOWS\System32\win32u.dll,No,Not checked
3414,C:\WINDOWS\SYSTEM32\windows.storage.dll,No,Not checked
3415,C:\WINDOWS\System32\GDI32.dll,No,Not checked
3416,C:\WINDOWS\System32\gdi32full.dll,No,Not checked
3417,C:\WINDOWS\System32\CRYPT32.dll,No,Not checked
3418,C:\WINDOWS\System32\SETUPAPI.dll,No,Not checked
3419,C:\WINDOWS\SYSTEM32\ntmarta.dll,No,Not checked
3420,C:\WINDOWS\System32\ole32.dll,No,Not checked
3421,C:\WINDOWS\SYSTEM32\bcrypt.dll,No,Not checked
3422,C:\WINDOWS\System32\SHLWAPI.dll,No,Not checked
3423,C:\WINDOWS\SYSTEM32\MF.dll,No,Not checked
3424,C:\WINDOWS\SYSTEM32\kernel.appcore.dll,No,Not checked
3425,C:\WINDOWS\System32\shcore.dll,No,Not checked
3426,C:\WINDOWS\SYSTEM32\USERENV.dll,No,Not checked
3427,C:\WINDOWS\SYSTEM32\WTSAPI32.dll,No,Not checked
3428,C:\WINDOWS\SYSTEM32\AVRT.dll,No,Not checked
3429,C:\WINDOWS\SYSTEM32\winmmbase.dll,No,Not checked
3430,C:\WINDOWS\System32\bcryptPrimitives.dll,No,Not checked
3431,C:\WINDOWS\system32\uxtheme.dll,No,Not checked
3432,C:\WINDOWS\SYSTEM32\DEVOBJ.dll,No,Not checked
3433,C:\WINDOWS\SYSTEM32\cfgmgr32.dll,No,Not checked
3434,C:\WINDOWS\System32\WINTRUST.dll,No,Not checked
3435,C:\WINDOWS\SYSTEM32\MSASN1.dll,No,Not checked
3436,C:\WINDOWS\System32\MSCTF.dll,No,Not checked
3437,C:\WINDOWS\SYSTEM32\WINSTA.dll,No,Not checked
3438,C:\WINDOWS\System32\imagehlp.dll,No,Not checked
3439,C:\WINDOWS\SYSTEM32\CRYPTSP.dll,No,Not checked
3440,C:\WINDOWS\system32\rsaenh.dll,No,Not checked
3441,C:\WINDOWS\SYSTEM32\CRYPTBASE.dll,No,Not checked
3442,C:\WINDOWS\System32\clbcatq.dll,No,Not checked
3443,C:\WINDOWS\System32\DriverStore\FileRepository\realtekuapo2.inf_amd64_b934dc96fac5d84e\RtkUApo2Api.dll,No,Not checked
3444,C:\WINDOWS\System32\MMDevApi.dll,No,Not checked
3445,C:\WINDOWS\System32\DriverStore\FileRepository\realtekservice.inf_amd64_444148fa7298b49f\RtkCfg64.dll,No,Not checked
3446,C:\Windows\System32\AudioSes.dll,No,Not checked
3447,C:\WINDOWS\System32\DriverStore\FileRepository\realtekuapo2.inf_amd64_b934dc96fac5d84e\RltkAPOU642.dll,No,Not checked
3448,C:\WINDOWS\SYSTEM32\WINMM.dll,No,Not checked
3449,C:\WINDOWS\SYSTEM32\audioeng.dll,No,Not checked
3450,C:\Windows\System32\Windows.UI.dll,No,Not checked
3451,C:\WINDOWS\System32\DriverStore\FileRepository\realtekuapo2.inf_amd64_b934dc96fac5d84e\RtkIntU642.dll,No,Not checked
3452,C:\WINDOWS\SYSTEM32\ntdll.dll,No,Not checked
3453,C:\WINDOWS\System32\KERNELBASE.dll,No,Not checked
3454,C:\WINDOWS\System32\USER32.dll,No,Not checked
3455,C:\WINDOWS\System32\win32u.dll,No,Not checked
3456,C:\WINDOWS\System32\GDI32.dll,No,Not checked
3457,C:\WINDOWS\System32\gdi32full.dll,No,Not checked
3458,C:\WINDOWS\System32\msvcp_win.dll,No,Not checked
3459,C:\WINDOWS\System32\ucrtbase.dll,No,Not checked
3460,C:\WINDOWS\System32\SHELL32.dll,No,Not checked
3461,C:\WINDOWS\System32\wintypes.dll,No,Not checked
3462,C:\WINDOWS\System32\combase.dll,No,Not checked
3463,C:\WINDOWS\System32\RPCRT4.dll,No,Not checked
3464,C:\WINDOWS\System32\ADVAPI32.dll,No,Not checked
3465,C:\WINDOWS\System32\msvcrt.dll,No,Not checked
3466,C:\WINDOWS\System32\sechost.dll,No,Not checked
3467,C:\WINDOWS\System32\ole32.dll,No,Not checked
3468,C:\WINDOWS\System32\OLEAUT32.dll,No,Not checked
3469,C:\WINDOWS\System32\bcryptPrimitives.dll,No,Not checked
3470,C:\WINDOWS\SYSTEM32\kernel.appcore.dll,No,Not checked
3471,C:\WINDOWS\SYSTEM32\icu.dll,No,Not checked
3472,C:\WINDOWS\SYSTEM32\BCrypt.dll,No,Not checked
3473,C:\WINDOWS\SYSTEM32\version.dll,No,Not checked
3474,C:\WINDOWS\SYSTEM32\windows.storage.dll,No,Not checked
3475,C:\WINDOWS\System32\SHCORE.dll,No,Not checked
3476,C:\WINDOWS\SYSTEM32\windows.staterepositorycore.dll,No,Not checked
3477,C:\WINDOWS\System32\shlwapi.dll,No,Not checked
3478,C:\WINDOWS\SYSTEM32\ntdll.dll,No,Not checked
3479,C:\WINDOWS\System32\KERNELBASE.dll,No,Not checked
3480,C:\WINDOWS\System32\msvcp_win.dll,No,Not checked
3481,C:\WINDOWS\System32\ucrtbase.dll,No,Not checked
3482,C:\WINDOWS\System32\advapi32.dll,No,Not checked
3483,C:\WINDOWS\System32\msvcrt.dll,No,Not checked
3484,C:\WINDOWS\System32\sechost.dll,No,Not checked
3485,C:\WINDOWS\System32\RPCRT4.dll,No,Not checked
3486,C:\WINDOWS\System32\combase.dll,No,Not checked
3487,C:\WINDOWS\System32\user32.dll,No,Not checked
3488,C:\WINDOWS\System32\win32u.dll,No,Not checked
3489,C:\WINDOWS\System32\GDI32.dll,No,Not checked
3490,C:\WINDOWS\System32\gdi32full.dll,No,Not checked
3491,C:\WINDOWS\system32\uxtheme.dll,No,Not checked
3492,C:\WINDOWS\SYSTEM32\ntdll.dll,No,Not checked
3493,C:\WINDOWS\System32\wow64.dll,No,Not checked
3494,C:\WINDOWS\System32\wow64base.dll,No,Not checked
3495,C:\WINDOWS\System32\wow64win.dll,No,Not checked
3496,C:\WINDOWS\System32\wow64con.dll,No,Not checked
3497,C:\WINDOWS\System32\wow64cpu.dll,No,Not checked
3498,C:\WINDOWS\SysWOW64\ntdll.dll,No,Not checked
3499,C:\WINDOWS\SysWOW64\KERNELBASE.dll,No,Not checked
3500,C:\WINDOWS\SysWOW64\apphelp.dll,No,Not checked
3501,C:\WINDOWS\SysWOW64\oleaut32.dll,No,Not checked
3502,C:\WINDOWS\SysWOW64\msvcp_win.dll,No,Not checked
3503,C:\WINDOWS\SysWOW64\ucrtbase.dll,No,Not checked
3504,C:\WINDOWS\SysWOW64\combase.dll,No,Not checked
3505,C:\WINDOWS\SysWOW64\RPCRT4.dll,No,Not checked
3506,C:\WINDOWS\SysWOW64\advapi32.dll,No,Not checked
3507,C:\WINDOWS\SysWOW64\msvcrt.dll,No,Not checked
3508,C:\WINDOWS\SysWOW64\sechost.dll,No,Not checked
3509,C:\WINDOWS\SysWOW64\user32.dll,No,Not checked
3510,C:\WINDOWS\SysWOW64\win32u.dll,No,Not checked
3511,C:\WINDOWS\SysWOW64\GDI32.dll,No,Not checked
3512,C:\WINDOWS\SysWOW64\gdi32full.dll,No,Not checked
3513,C:\WINDOWS\SysWOW64\ole32.dll,No,Not checked
3514,C:\WINDOWS\SysWOW64\msimg32.dll,No,Not checked
3515,C:\WINDOWS\SysWOW64\version.dll,No,Not checked
3516,C:\WINDOWS\WinSxS\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.3360_none_85b9fcedf7ac860f\comctl32.dll,No,Not checked
3517,C:\WINDOWS\SysWOW64\shell32.dll,No,Not checked
3518,C:\WINDOWS\SysWOW64\wintypes.dll,No,Not checked
3519,C:\WINDOWS\SysWOW64\comdlg32.dll,No,Not checked
3520,C:\WINDOWS\SysWOW64\shcore.dll,No,Not checked
3521,C:\WINDOWS\SysWOW64\iertutil.dll,No,Not checked
3522,C:\WINDOWS\SysWOW64\SHLWAPI.dll,No,Not checked
3523,C:\WINDOWS\SysWOW64\windows.storage.dll,No,Not checked
3524,C:\WINDOWS\SysWOW64\srvcli.dll,No,Not checked
3525,C:\WINDOWS\SysWOW64\netutils.dll,No,Not checked
3526,C:\WINDOWS\SysWOW64\wsock32.dll,No,Not checked
3527,C:\WINDOWS\SysWOW64\WS2_32.dll,No,Not checked
3528,C:\WINDOWS\SysWOW64\wininet.dll,No,Not checked
3529,C:\WINDOWS\WinSxS\x86_microsoft.windows.gdiplus_6595b64144ccf1df_1.1.26100.3291_none_b6a7da0d523c6532\gdiplus.dll,No,Not checked
3530,C:\WINDOWS\SysWOW64\mpr.dll,No,Not checked
3531,C:\WINDOWS\SysWOW64\uxtheme.dll,No,Not checked
3532,C:\WINDOWS\SysWOW64\MSCTF.dll,No,Not checked
3533,C:\WINDOWS\SysWOW64\kernel.appcore.dll,No,Not checked
3534,C:\WINDOWS\SysWOW64\bcryptPrimitives.dll,No,Not checked
3535,C:\WINDOWS\SysWOW64\olepro32.dll,No,Not checked
3536,C:\WINDOWS\SysWOW64\sxs.dll,No,Not checked
3537,C:\WINDOWS\SysWOW64\clbcatq.dll,No,Not checked
3538,C:\WINDOWS\SysWOW64\TextShaping.dll,No,Not checked
3539,C:\Windows\SysWOW64\ieframe.dll,No,Not checked
3540,C:\WINDOWS\SysWOW64\msIso.dll,No,Not checked
3541,C:\WINDOWS\SysWOW64\dataexchange.dll,No,Not checked
3542,C:\WINDOWS\SysWOW64\twinapi.appcore.dll,No,Not checked
3543,C:\WINDOWS\SysWOW64\SspiCli.dll,No,Not checked
3544,C:\WINDOWS\SysWOW64\mswsock.dll,No,Not checked
3545,C:\WINDOWS\SysWOW64\napinsp.dll,No,Not checked
3546,C:\WINDOWS\SysWOW64\DNSAPI.dll,No,Not checked
3547,C:\WINDOWS\SysWOW64\NSI.dll,No,Not checked
3548,C:\WINDOWS\SysWOW64\winrnr.dll,No,Not checked
3549,C:\WINDOWS\SysWOW64\nlansp_c.dll,No,Not checked
3550,C:\WINDOWS\SysWOW64\wshbth.dll,No,Not checked
3551,C:\WINDOWS\SysWOW64\fwpuclnt.dll,No,Not checked
3552,C:\Windows\SysWOW64\rasadhlp.dll,No,Not checked
3553,C:\WINDOWS\SysWOW64\profapi.dll,No,Not checked
3554,C:\WINDOWS\SysWOW64\ondemandconnroutehelper.dll,No,Not checked
3555,C:\WINDOWS\SysWOW64\WINHTTP.dll,No,Not checked
3556,C:\WINDOWS\SysWOW64\uiautomationcore.dll,No,Not checked
3557,C:\WINDOWS\SysWOW64\OLEACC.dll,No,Not checked
3558,C:\WINDOWS\SYSTEM32\ntdll.dll,No,Not checked
3559,C:\WINDOWS\System32\wow64.dll,No,Not checked
3560,C:\WINDOWS\System32\wow64base.dll,No,Not checked
3561,C:\WINDOWS\System32\wow64win.dll,No,Not checked
3562,C:\WINDOWS\System32\wow64con.dll,No,Not checked
3563,C:\WINDOWS\System32\wow64cpu.dll,No,Not checked
3564,C:\WINDOWS\SysWOW64\ntdll.dll,No,Not checked
3565,C:\WINDOWS\SysWOW64\KERNELBASE.dll,No,Not checked
3566,C:\WINDOWS\SysWOW64\WS2_32.dll,No,Not checked
3567,C:\WINDOWS\SysWOW64\RPCRT4.dll,No,Not checked
3568,C:\WINDOWS\SysWOW64\IMM32.dll,No,Not checked
3569,C:\WINDOWS\SysWOW64\win32u.dll,No,Not checked
3570,C:\WINDOWS\SysWOW64\USER32.dll,No,Not checked
3571,C:\WINDOWS\SysWOW64\GDI32.dll,No,Not checked
3572,C:\WINDOWS\SysWOW64\gdi32full.dll,No,Not checked
3573,C:\WINDOWS\SysWOW64\msvcp_win.dll,No,Not checked
3574,C:\WINDOWS\SysWOW64\ucrtbase.dll,No,Not checked
3575,C:\WINDOWS\SysWOW64\VERSION.dll,No,Not checked
3576,C:\WINDOWS\SysWOW64\msvcrt.dll,No,Not checked
3577,C:\WINDOWS\SysWOW64\WINMM.dll,No,Not checked
3578,C:\WINDOWS\SysWOW64\SHELL32.dll,No,Not checked
3579,C:\WINDOWS\SysWOW64\wintypes.dll,No,Not checked
3580,C:\WINDOWS\SysWOW64\combase.dll,No,Not checked
3581,C:\WINDOWS\SysWOW64\NETAPI32.dll,No,Not checked
3582,C:\WINDOWS\SysWOW64\ole32.dll,No,Not checked
3583,C:\WINDOWS\SysWOW64\USERENV.dll,No,Not checked
3584,C:\WINDOWS\SysWOW64\OLEAUT32.dll,No,Not checked
3585,C:\WINDOWS\SysWOW64\ADVAPI32.dll,No,Not checked
3586,C:\WINDOWS\SysWOW64\sechost.dll,No,Not checked
3587,C:\WINDOWS\SysWOW64\UxTheme.dll,No,Not checked
3588,C:\WINDOWS\SysWOW64\dwmapi.dll,No,Not checked
3589,C:\WINDOWS\SysWOW64\WTSAPI32.dll,No,Not checked
3590,C:\WINDOWS\SysWOW64\WIBUCM32.dll,No,Not checked
3591,C:\WINDOWS\SysWOW64\CRYPT32.dll,No,Not checked
3592,C:\WINDOWS\SysWOW64\WINTRUST.dll,No,Not checked
3593,C:\WINDOWS\SysWOW64\WINHTTP.dll,No,Not checked
3594,C:\WINDOWS\SysWOW64\MSASN1.dll,No,Not checked
3595,C:\WINDOWS\SysWOW64\PsApi.dll,No,Not checked
3596,C:\WINDOWS\SysWOW64\kernel.appcore.dll,No,Not checked
3597,C:\WINDOWS\SysWOW64\bcryptPrimitives.dll,No,Not checked
3598,C:\WINDOWS\SysWOW64\SHCore.dll,No,Not checked
3599,C:\WINDOWS\SysWOW64\windows.storage.dll,No,Not checked
3600,C:\WINDOWS\SysWOW64\shlwapi.dll,No,Not checked
3601,C:\WINDOWS\SysWOW64\profapi.dll,No,Not checked
3602,C:\WINDOWS\SysWOW64\powrprof.dll,No,Not checked
3603,C:\WINDOWS\SysWOW64\UMPDC.dll,No,Not checked
3604,C:\WINDOWS\SysWOW64\dwrite.dll,No,Not checked
3605,C:\WINDOWS\SysWOW64\MSCTF.dll,No,Not checked
3606,C:\WINDOWS\SysWOW64\d3d9.dll,No,Not checked
3607,C:\WINDOWS\SysWOW64\dxcore.dll,No,Not checked
3608,C:\WINDOWS\SysWOW64\dxgi.dll,No,Not checked
3609,C:\WINDOWS\SysWOW64\directxdatabasehelper.dll,No,Not checked
3610,C:\WINDOWS\SysWOW64\cfgmgr32.dll,No,Not checked
3611,C:\WINDOWS\SysWOW64\BCrypt.dll,No,Not checked
3612,C:\WINDOWS\SysWOW64\clbcatq.dll,No,Not checked
3613,C:\WINDOWS\SysWOW64\dataexchange.dll,No,Not checked
3614,C:\WINDOWS\SysWOW64\twinapi.appcore.dll,No,Not checked
3615,C:\WINDOWS\SysWOW64\UIAutomationCore.dll,No,Not checked
3616,C:\Windows\SysWOW64\OneCoreCommonProxyStub.dll,No,Not checked
3617,C:\WINDOWS\SysWOW64\mswsock.dll,No,Not checked
3618,C:\WINDOWS\SysWOW64\SspiCli.dll,No,Not checked
3619,C:\WINDOWS\SysWOW64\napinsp.dll,No,Not checked
3620,C:\WINDOWS\SysWOW64\DNSAPI.dll,No,Not checked
3621,C:\WINDOWS\SysWOW64\NSI.dll,No,Not checked
3622,C:\WINDOWS\SysWOW64\winrnr.dll,No,Not checked
3623,C:\WINDOWS\SysWOW64\nlansp_c.dll,No,Not checked
3624,C:\WINDOWS\SysWOW64\wshbth.dll,No,Not checked
3625,C:\WINDOWS\SysWOW64\sxs.dll,No,Not checked
3626,C:\WINDOWS\SysWOW64\OLEACC.dll,No,Not checked
3627,C:\WINDOWS\SYSTEM32\ntdll.dll,No,Not checked
3628,C:\WINDOWS\System32\wow64.dll,No,Not checked
3629,C:\WINDOWS\System32\wow64base.dll,No,Not checked
3630,C:\WINDOWS\System32\wow64win.dll,No,Not checked
3631,C:\WINDOWS\System32\wow64con.dll,No,Not checked
3632,C:\WINDOWS\System32\wow64cpu.dll,No,Not checked
3633,C:\WINDOWS\SysWOW64\ntdll.dll,No,Not checked
3634,C:\WINDOWS\SysWOW64\KERNELBASE.dll,No,Not checked
3635,C:\WINDOWS\SysWOW64\combase.dll,No,Not checked
3636,C:\WINDOWS\SysWOW64\ucrtbase.dll,No,Not checked
3637,C:\WINDOWS\SysWOW64\RPCRT4.dll,No,Not checked
3638,C:\WINDOWS\SysWOW64\OLEAUT32.dll,No,Not checked
3639,C:\WINDOWS\SysWOW64\msvcp_win.dll,No,Not checked
3640,C:\WINDOWS\SysWOW64\kernel.appcore.dll,No,Not checked
3641,C:\WINDOWS\SysWOW64\msvcrt.dll,No,Not checked
3642,C:\WINDOWS\SysWOW64\bcryptPrimitives.dll,No,Not checked
3643,C:\WINDOWS\SysWOW64\sechost.dll,No,Not checked
3644,C:\Windows\SysWOW64\Windows.UI.Xaml.dll,No,Not checked
3645,C:\WINDOWS\SysWOW64\iertutil.dll,No,Not checked
3646,C:\WINDOWS\SysWOW64\advapi32.dll,No,Not checked
3647,C:\WINDOWS\SysWOW64\netutils.dll,No,Not checked
3648,C:\WINDOWS\SysWOW64\srvcli.dll,No,Not checked
3649,C:\Windows\SysWOW64\twinapi.appcore.dll,No,Not checked
3650,C:\WINDOWS\SysWOW64\WinTypes.dll,No,Not checked
3651,C:\WINDOWS\SysWOW64\shcore.dll,No,Not checked
3652,C:\WINDOWS\SysWOW64\windows.staterepositorycore.dll,No,Not checked
3653,C:\WINDOWS\SysWOW64\user32.dll,No,Not checked
3654,C:\WINDOWS\SysWOW64\win32u.dll,No,Not checked
3655,C:\WINDOWS\SysWOW64\GDI32.dll,No,Not checked
3656,C:\WINDOWS\SysWOW64\gdi32full.dll,No,Not checked
3657,C:\Windows\SysWOW64\Windows.UI.dll,No,Not checked
3658,C:\Windows\SysWOW64\OneCoreUAPCommonProxyStub.dll,No,Not checked
3659,C:\WINDOWS\SysWOW64\CoreMessaging.dll,No,Not checked
3660,C:\WINDOWS\SysWOW64\uxtheme.dll,No,Not checked
3661,C:\WINDOWS\SysWOW64\urlmon.dll,No,Not checked
3662,C:\WINDOWS\SysWOW64\windows.storage.dll,No,Not checked
3663,C:\WINDOWS\SysWOW64\dxgi.dll,No,Not checked
3664,C:\WINDOWS\SysWOW64\directxdatabasehelper.dll,No,Not checked
3665,C:\WINDOWS\SysWOW64\dxcore.dll,No,Not checked
3666,C:\WINDOWS\SysWOW64\d3d11.dll,No,Not checked
3667,C:\WINDOWS\SysWOW64\DriverStore\FileRepository\u0411688.inf_amd64_2c7656200e21c7f2\B410934\amdxx32.dll,No,Not checked
3668,C:\WINDOWS\SysWOW64\ole32.dll,No,Not checked
3669,C:\WINDOWS\SysWOW64\SHELL32.dll,No,Not checked
3670,C:\WINDOWS\SysWOW64\SETUPAPI.dll,No,Not checked
3671,C:\WINDOWS\SysWOW64\WINMM.dll,No,Not checked
3672,C:\Windows\SysWOW64\MrmCoreR.dll,No,Not checked
3673,C:\WINDOWS\SysWOW64\windows.staterepositoryclient.dll,No,Not checked
3674,C:\WINDOWS\SysWOW64\profapi.dll,No,Not checked
3675,C:\WINDOWS\SysWOW64\shlwapi.dll,No,Not checked
3676,C:\WINDOWS\SysWOW64\bcp47mrm.dll,No,Not checked
3677,C:\WINDOWS\SysWOW64\dwrite.dll,No,Not checked
3678,C:\Windows\SysWOW64\Windows.Globalization.dll,No,Not checked
3679,C:\WINDOWS\SysWOW64\atidxx32.dll,No,Not checked
3680,C:\WINDOWS\SysWOW64\DriverStore\FileRepository\u0411688.inf_amd64_2c7656200e21c7f2\B410934\amdenc32.dll,No,Not checked
3681,C:\WINDOWS\SysWOW64\Bcp47Langs.dll,No,Not checked
3682,C:\WINDOWS\SysWOW64\msctf.dll,No,Not checked
3683,C:\Windows\SysWOW64\biwinrt.dll,No,Not checked
3684,C:\WINDOWS\SysWOW64\BCrypt.dll,No,Not checked
3685,C:\WINDOWS\SysWOW64\DriverStore\FileRepository\u0411688.inf_amd64_2c7656200e21c7f2\B410934\amdihk32.dll,No,Not checked
3686,C:\WINDOWS\SysWOW64\wpnapps.dll,No,Not checked
3687,C:\WINDOWS\SysWOW64\d2d1.dll,No,Not checked
3688,C:\WINDOWS\SysWOW64\TextShaping.dll,No,Not checked
3689,C:\Windows\SysWOW64\Windows.Storage.ApplicationData.dll,No,Not checked
3690,C:\Windows\SysWOW64\Windows.ApplicationModel.dll,No,Not checked
3691,C:\Windows\SysWOW64\daxexec.dll,No,Not checked
3692,C:\WINDOWS\SysWOW64\container.dll,No,Not checked
3693,C:\Windows\SysWOW64\rmclient.dll,No,Not checked
3694,C:\Windows\SysWOW64\AppContracts.dll,No,Not checked
3695,C:\Windows\SysWOW64\Windows.Shell.ServiceHostBuilder.dll,No,Not checked
3696,C:\WINDOWS\SYSTEM32\ntdll.dll,No,Not checked
3697,C:\WINDOWS\System32\KERNELBASE.dll,No,Not checked
3698,C:\WINDOWS\System32\ucrtbase.dll,No,Not checked
3699,C:\WINDOWS\System32\msvcp_win.dll,No,Not checked
3700,C:\WINDOWS\System32\combase.dll,No,Not checked
3701,C:\WINDOWS\System32\RPCRT4.dll,No,Not checked
3702,C:\WINDOWS\SYSTEM32\kernel.appcore.dll,No,Not checked
3703,C:\WINDOWS\System32\msvcrt.dll,No,Not checked
3704,C:\WINDOWS\System32\bcryptPrimitives.dll,No,Not checked
3705,C:\WINDOWS\SYSTEM32\powrprof.dll,No,Not checked
3706,C:\Windows\System32\UMPDC.dll,No,Not checked
3707,C:\WINDOWS\System32\user32.dll,No,Not checked
3708,C:\WINDOWS\System32\win32u.dll,No,Not checked
3709,C:\WINDOWS\System32\GDI32.dll,No,Not checked
3710,C:\WINDOWS\System32\gdi32full.dll,No,Not checked
3711,C:\WINDOWS\System32\sechost.dll,No,Not checked
3712,C:\WINDOWS\System32\clbcatq.dll,No,Not checked
3713,C:\Windows\System32\wpnapps.dll,No,Not checked
3714,C:\WINDOWS\System32\wintypes.dll,No,Not checked
3715,C:\WINDOWS\System32\OLEAUT32.dll,No,Not checked
3716,C:\Windows\System32\OneCoreUAPCommonProxyStub.dll,No,Not checked
3717,C:\WINDOWS\System32\shcore.dll,No,Not checked
3718,C:\Windows\System32\Windows.Storage.dll,No,Not checked
3719,C:\WINDOWS\System32\advapi32.dll,No,Not checked
3720,C:\WINDOWS\SYSTEM32\windows.staterepositorycore.dll,No,Not checked
3721,C:\WINDOWS\SYSTEM32\windows.staterepositoryclient.dll,No,Not checked
3722,C:\WINDOWS\System32\shlwapi.dll,No,Not checked
3723,C:\WINDOWS\System32\ole32.dll,No,Not checked
3724,C:\Windows\System32\PROPSYS.dll,No,Not checked
3725,C:\Windows\System32\profapi.dll,No,Not checked
3726,C:\Windows\System32\CFGMGR32.dll,No,Not checked
3727,C:\WINDOWS\SYSTEM32\apphelp.dll,No,Not checked
3728,C:\WINDOWS\System32\SHELL32.dll,No,Not checked
3729,C:\Windows\System32\edputil.dll,No,Not checked
3730,C:\Windows\System32\urlmon.dll,No,Not checked
3731,C:\Windows\System32\iertutil.dll,No,Not checked
3732,C:\Windows\System32\srvcli.dll,No,Not checked
3733,C:\Windows\System32\netutils.dll,No,Not checked
3734,C:\Windows\System32\MPR.dll,No,Not checked
3735,C:\WINDOWS\SYSTEM32\ntdll.dll,No,Not checked
3736,C:\WINDOWS\System32\KERNELBASE.dll,No,Not checked
3737,C:\WINDOWS\System32\ucrtbase.dll,No,Not checked
3738,C:\WINDOWS\System32\combase.dll,No,Not checked
3739,C:\WINDOWS\System32\RPCRT4.dll,No,Not checked
3740,C:\WINDOWS\SYSTEM32\kernel.appcore.dll,No,Not checked
3741,C:\WINDOWS\System32\msvcrt.dll,No,Not checked
3742,C:\WINDOWS\System32\bcryptPrimitives.dll,No,Not checked
3743,C:\WINDOWS\System32\user32.dll,No,Not checked
3744,C:\WINDOWS\System32\win32u.dll,No,Not checked
3745,C:\WINDOWS\System32\GDI32.dll,No,Not checked
3746,C:\WINDOWS\System32\gdi32full.dll,No,Not checked
3747,C:\WINDOWS\System32\msvcp_win.dll,No,Not checked
3748,C:\WINDOWS\System32\sechost.dll,No,Not checked
3749,c:\windows\system32\unistore.dll,No,Not checked
3750,C:\WINDOWS\System32\shcore.dll,No,Not checked
3751,c:\windows\system32\ESENT.dll,No,Not checked
3752,c:\windows\system32\iertutil.dll,No,Not checked
3753,C:\WINDOWS\System32\advapi32.dll,No,Not checked
3754,c:\windows\system32\netutils.dll,No,Not checked
3755,c:\windows\system32\srvcli.dll,No,Not checked
3756,c:\windows\system32\UserDataPlatformHelperUtil.dll,No,Not checked
3757,C:\WINDOWS\System32\sspicli.dll,No,Not checked
3758,C:\WINDOWS\System32\NtlmShared.dll,No,Not checked
3759,c:\windows\system32\userdataservice.dll,No,Not checked
3760,c:\windows\system32\SystemEventsBrokerClient.dll,No,Not checked
3761,c:\windows\system32\PhoneUtil.dll,No,Not checked
3762,C:\WINDOWS\System32\OLEAUT32.dll,No,Not checked
3763,C:\WINDOWS\SYSTEM32\cryptsp.dll,No,Not checked
3764,c:\windows\system32\XmlLite.dll,No,Not checked
3765,c:\windows\system32\UserDataTypeHelperUtil.dll,No,Not checked
3766,c:\windows\system32\PIMSTORE.dll,No,Not checked
3767,c:\windows\system32\CEMAPI.dll,No,Not checked
3768,C:\WINDOWS\SYSTEM32\usermgrcli.dll,No,Not checked
3769,C:\WINDOWS\System32\clbcatq.dll,No,Not checked
3770,C:\WINDOWS\SYSTEM32\windows.storage.dll,No,Not checked
3771,C:\WINDOWS\System32\shlwapi.dll,No,Not checked
3772,C:\Windows\System32\CapabilityAccessManagerClient.dll,No,Not checked
3773,c:\windows\system32\pimindexmaintenance.dll,No,Not checked
3774,C:\WINDOWS\SYSTEM32\powrprof.dll,No,Not checked
3775,C:\WINDOWS\SYSTEM32\UMPDC.dll,No,Not checked
3776,C:\WINDOWS\System32\POSyncServices.dll,No,Not checked
3777,c:\windows\system32\WinSync.dll,No,Not checked
3778,c:\windows\system32\aphostservice.dll,No,Not checked
3779,c:\windows\system32\SYNCUTIL.dll,No,Not checked
3780,c:\windows\system32\NetworkHelper.dll,No,Not checked
3781,c:\windows\system32\MCCSPal.dll,No,Not checked
3782,c:\windows\system32\InprocLogger.dll,No,Not checked
3783,c:\windows\system32\profapi.dll,No,Not checked
