Index,DLL Path,Suspicious,Signature Info
2230,C:\WINDOWS\SYSTEM32\ntdll.dll,No,Not checked
2231,C:\WINDOWS\System32\KERNELBASE.dll,No,Not checked
2232,C:\WINDOWS\System32\USER32.dll,No,Not checked
2233,C:\WINDOWS\System32\win32u.dll,No,Not checked
2234,C:\WINDOWS\System32\GDI32.dll,No,Not checked
2235,C:\WINDOWS\System32\gdi32full.dll,No,Not checked
2236,C:\WINDOWS\System32\msvcp_win.dll,No,Not checked
2237,C:\WINDOWS\System32\ucrtbase.dll,No,Not checked
2238,C:\WINDOWS\System32\ADVAPI32.dll,No,Not checked
2239,C:\WINDOWS\System32\msvcrt.dll,No,Not checked
2240,C:\WINDOWS\System32\sechost.dll,No,Not checked
2241,C:\WINDOWS\System32\RPCRT4.dll,No,Not checked
2242,C:\WINDOWS\System32\SHELL32.dll,No,Not checked
2243,C:\WINDOWS\System32\wintypes.dll,No,Not checked
2244,C:\WINDOWS\System32\combase.dll,No,Not checked
2245,C:\WINDOWS\System32\ole32.dll,No,Not checked
2246,C:\WINDOWS\System32\shcore.dll,No,Not checked
2247,C:\WINDOWS\System32\SHLWAPI.dll,No,Not checked
2248,C:\WINDOWS\WinSxS\amd64_microsoft.windows.gdiplus_6595b64144ccf1df_1.1.26100.3291_none_6efaa3363dc03c2c\gdiplus.dll,No,Not checked
2249,C:\WINDOWS\SYSTEM32\windows.storage.dll,No,Not checked
2250,C:\WINDOWS\SYSTEM32\windows.staterepositorycore.dll,No,Not checked
2251,C:\WINDOWS\system32\uxtheme.dll,No,Not checked
2252,C:\WINDOWS\System32\MSCTF.dll,No,Not checked
2253,C:\WINDOWS\SYSTEM32\TextShaping.dll,No,Not checked
2254,C:\WINDOWS\SYSTEM32\kernel.appcore.dll,No,Not checked
2255,C:\WINDOWS\System32\bcryptPrimitives.dll,No,Not checked
2256,C:\WINDOWS\System32\clbcatq.dll,No,Not checked
2257,C:\WINDOWS\SYSTEM32\ntmarta.dll,No,Not checked
2258,C:\WINDOWS\SYSTEM32\WindowsCodecs.dll,No,Not checked
2259,C:\WINDOWS\System32\OLEAUT32.dll,No,Not checked
2260,C:\WINDOWS\SYSTEM32\uiautomationcore.dll,No,Not checked
2261,C:\WINDOWS\SYSTEM32\OLEACC.dll,No,Not checked
2262,C:\Windows\System32\OneCoreUAPCommonProxyStub.dll,No,Not checked
2263,C:\WINDOWS\SYSTEM32\ntdll.dll,No,Not checked
2264,C:\WINDOWS\System32\KERNELBASE.dll,No,Not checked
2265,C:\WINDOWS\System32\ucrtbase.dll,No,Not checked
2266,C:\WINDOWS\System32\ole32.dll,No,Not checked
2267,C:\WINDOWS\System32\msvcp_win.dll,No,Not checked
2268,C:\WINDOWS\System32\GDI32.dll,No,Not checked
2269,C:\WINDOWS\System32\win32u.dll,No,Not checked
2270,C:\WINDOWS\System32\gdi32full.dll,No,Not checked
2271,C:\WINDOWS\System32\USER32.dll,No,Not checked
2272,C:\WINDOWS\System32\combase.dll,No,Not checked
2273,C:\WINDOWS\System32\RPCRT4.dll,No,Not checked
2274,C:\WINDOWS\SYSTEM32\kernel.appcore.dll,No,Not checked
2275,C:\WINDOWS\System32\msvcrt.dll,No,Not checked
2276,C:\WINDOWS\System32\bcryptPrimitives.dll,No,Not checked
2277,C:\WINDOWS\System32\ADVAPI32.dll,No,Not checked
2278,C:\WINDOWS\System32\sechost.dll,No,Not checked
2279,C:\WINDOWS\SYSTEM32\atlthunk.dll,No,Not checked
2280,C:\WINDOWS\system32\uxtheme.dll,No,Not checked
2281,C:\WINDOWS\System32\MSCTF.dll,No,Not checked
2282,C:\WINDOWS\System32\clbcatq.dll,No,Not checked
2283,C:\Windows\System32\SecurityHealth\10.0.27703.1006-0\SecurityHealthSSO.dll,No,Not checked
2284,C:\WINDOWS\system32\SecurityHealthSsoUdk.dll,No,Not checked
2285,C:\Windows\System32\Windows.UI.dll,No,Not checked
2286,C:\WINDOWS\System32\SHELL32.dll,No,Not checked
2287,C:\WINDOWS\System32\wintypes.dll,No,Not checked
2288,C:\WINDOWS\System32\shcore.dll,No,Not checked
2289,C:\WINDOWS\SYSTEM32\windows.storage.dll,No,Not checked
2290,C:\WINDOWS\System32\shlwapi.dll,No,Not checked
2291,C:\Windows\System32\SecurityHealth\10.0.27703.1006-0\SecurityHealthProxyStub.dll,No,Not checked
2292,C:\WINDOWS\SYSTEM32\ntdll.dll,No,Not checked
2293,C:\WINDOWS\System32\KERNELBASE.dll,No,Not checked
2294,C:\WINDOWS\SYSTEM32\ncrypt.dll,No,Not checked
2295,C:\WINDOWS\System32\WS2_32.dll,No,Not checked
2296,C:\WINDOWS\System32\sechost.dll,No,Not checked
2297,C:\WINDOWS\System32\RPCRT4.dll,No,Not checked
2298,C:\WINDOWS\SYSTEM32\dbghelp.dll,No,Not checked
2299,C:\WINDOWS\System32\CRYPT32.dll,No,Not checked
2300,C:\WINDOWS\System32\ucrtbase.dll,No,Not checked
2301,C:\WINDOWS\System32\combase.dll,No,Not checked
2302,C:\WINDOWS\System32\ADVAPI32.dll,No,Not checked
2303,C:\WINDOWS\System32\OLEAUT32.dll,No,Not checked
2304,C:\WINDOWS\System32\msvcrt.dll,No,Not checked
2305,C:\WINDOWS\System32\msvcp_win.dll,No,Not checked
2306,C:\WINDOWS\System32\USER32.dll,No,Not checked
2307,C:\WINDOWS\SYSTEM32\VERSION.dll,No,Not checked
2308,C:\WINDOWS\System32\win32u.dll,No,Not checked
2309,C:\WINDOWS\SYSTEM32\WINHTTP.dll,No,Not checked
2310,C:\WINDOWS\System32\GDI32.dll,No,Not checked
2311,C:\WINDOWS\System32\gdi32full.dll,No,Not checked
2312,C:\WINDOWS\System32\SETUPAPI.dll,No,Not checked
2313,C:\WINDOWS\System32\WINTRUST.dll,No,Not checked
2314,C:\WINDOWS\System32\ole32.dll,No,Not checked
2315,C:\WINDOWS\System32\SHELL32.dll,No,Not checked
2316,C:\WINDOWS\System32\wintypes.dll,No,Not checked
2317,C:\WINDOWS\SYSTEM32\MPR.dll,No,Not checked
2318,C:\WINDOWS\SYSTEM32\USERENV.dll,No,Not checked
2319,C:\WINDOWS\SYSTEM32\d3d11.dll,No,Not checked
2320,C:\WINDOWS\SYSTEM32\NETAPI32.dll,No,Not checked
2321,C:\WINDOWS\SYSTEM32\dxgi.dll,No,Not checked
2322,C:\WINDOWS\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.3360_none_3e0cc616e3305d09\COMCTL32.dll,No,Not checked
2323,C:\WINDOWS\SYSTEM32\MSWSOCK.dll,No,Not checked
2324,C:\WINDOWS\SYSTEM32\WINMM.dll,No,Not checked
2325,C:\WINDOWS\SYSTEM32\UxTheme.dll,No,Not checked
2326,C:\WINDOWS\SYSTEM32\dwmapi.dll,No,Not checked
2327,C:\WINDOWS\SYSTEM32\NTASN1.dll,No,Not checked
2328,C:\WINDOWS\SYSTEM32\directxdatabasehelper.dll,No,Not checked
2329,C:\WINDOWS\SYSTEM32\kernel.appcore.dll,No,Not checked
2330,C:\WINDOWS\System32\bcryptPrimitives.dll,No,Not checked
2331,C:\WINDOWS\SYSTEM32\MSASN1.dll,No,Not checked
2332,C:\WINDOWS\system32\napinsp.dll,No,Not checked
2333,C:\WINDOWS\SYSTEM32\DNSAPI.dll,No,Not checked
2334,C:\WINDOWS\System32\NSI.dll,No,Not checked
2335,C:\WINDOWS\System32\winrnr.dll,No,Not checked
2336,C:\WINDOWS\system32\nlansp_c.dll,No,Not checked
2337,C:\WINDOWS\system32\wshbth.dll,No,Not checked
2338,C:\WINDOWS\SYSTEM32\SspiCli.dll,No,Not checked
2339,C:\WINDOWS\System32\shcore.dll,No,Not checked
2340,C:\WINDOWS\SYSTEM32\CRYPTSP.dll,No,Not checked
2341,C:\WINDOWS\system32\rsaenh.dll,No,Not checked
2342,C:\WINDOWS\SYSTEM32\windows.storage.dll,No,Not checked
2343,C:\WINDOWS\System32\shlwapi.dll,No,Not checked
2344,C:\WINDOWS\System32\MSCTF.dll,No,Not checked
2345,C:\WINDOWS\SYSTEM32\DPAPI.dll,No,Not checked
2346,C:\WINDOWS\system32\ncryptprov.dll,No,Not checked
2347,C:\WINDOWS\SYSTEM32\profapi.dll,No,Not checked
2348,C:\WINDOWS\SYSTEM32\WTSAPI32.dll,No,Not checked
2349,C:\WINDOWS\SYSTEM32\powrprof.dll,No,Not checked
2350,C:\WINDOWS\SYSTEM32\UMPDC.dll,No,Not checked
2351,C:\WINDOWS\SYSTEM32\secur32.dll,No,Not checked
2352,C:\Windows\System32\rasadhlp.dll,No,Not checked
2353,C:\WINDOWS\System32\fwpuclnt.dll,No,Not checked
2354,C:\WINDOWS\system32\dwrite.dll,No,Not checked
2355,C:\WINDOWS\system32\ncryptsslp.dll,No,Not checked
2356,C:\WINDOWS\SYSTEM32\cfgmgr32.dll,No,Not checked
2357,C:\WINDOWS\SYSTEM32\DEVOBJ.dll,No,Not checked
2358,C:\WINDOWS\system32\d3d9.dll,No,Not checked
2359,C:\WINDOWS\SYSTEM32\dxcore.dll,No,Not checked
2360,C:\WINDOWS\SYSTEM32\textinputframework.dll,No,Not checked
2361,C:\WINDOWS\SYSTEM32\hid.dll,No,Not checked
2362,C:\WINDOWS\SYSTEM32\PROPSYS.dll,No,Not checked
2363,C:\WINDOWS\System32\clbcatq.dll,No,Not checked
2364,C:\WINDOWS\SYSTEM32\apphelp.dll,No,Not checked
2365,C:\WINDOWS\system32\NetworkExplorer.dll,No,Not checked
2366,C:\WINDOWS\SYSTEM32\edputil.dll,No,Not checked
2367,C:\Windows\System32\Windows.StateRepositoryPS.dll,No,Not checked
2368,C:\WINDOWS\SYSTEM32\urlmon.dll,No,Not checked
2369,C:\WINDOWS\SYSTEM32\iertutil.dll,No,Not checked
2370,C:\WINDOWS\SYSTEM32\virtdisk.dll,No,Not checked
2371,C:\WINDOWS\SYSTEM32\Wldp.dll,No,Not checked
2372,C:\WINDOWS\SYSTEM32\ntdll.dll,No,Not checked
2373,C:\WINDOWS\System32\KERNELBASE.dll,No,Not checked
2374,C:\WINDOWS\System32\OLEAUT32.dll,No,Not checked
2375,C:\WINDOWS\System32\msvcp_win.dll,No,Not checked
2376,C:\WINDOWS\System32\ucrtbase.dll,No,Not checked
2377,C:\WINDOWS\System32\combase.dll,No,Not checked
2378,C:\WINDOWS\SYSTEM32\dbghelp.dll,No,Not checked
2379,C:\WINDOWS\System32\RPCRT4.dll,No,Not checked
2380,C:\WINDOWS\System32\WS2_32.dll,No,Not checked
2381,C:\WINDOWS\System32\CRYPT32.dll,No,Not checked
2382,C:\WINDOWS\SYSTEM32\WINMM.dll,No,Not checked
2383,C:\WINDOWS\System32\WINTRUST.dll,No,Not checked
2384,C:\WINDOWS\System32\msvcrt.dll,No,Not checked
2385,C:\WINDOWS\SYSTEM32\USERENV.dll,No,Not checked
2386,C:\WINDOWS\SYSTEM32\VERSION.dll,No,Not checked
2387,C:\WINDOWS\SYSTEM32\DWrite.dll,No,Not checked
2388,C:\WINDOWS\System32\shcore.dll,No,Not checked
2389,C:\WINDOWS\SYSTEM32\Secur32.dll,No,Not checked
2390,C:\WINDOWS\SYSTEM32\WINHTTP.dll,No,Not checked
2391,C:\WINDOWS\System32\sechost.dll,No,Not checked
2392,C:\WINDOWS\SYSTEM32\cfgmgr32.dll,No,Not checked
2393,C:\WINDOWS\SYSTEM32\MSASN1.dll,No,Not checked
2394,C:\WINDOWS\System32\bcryptPrimitives.dll,No,Not checked
2395,C:\WINDOWS\SYSTEM32\powrprof.dll,No,Not checked
2396,C:\WINDOWS\SYSTEM32\UMPDC.dll,No,Not checked
2397,C:\WINDOWS\System32\USER32.dll,No,Not checked
2398,C:\WINDOWS\System32\win32u.dll,No,Not checked
2399,C:\WINDOWS\System32\GDI32.dll,No,Not checked
2400,C:\WINDOWS\System32\gdi32full.dll,No,Not checked
2401,C:\WINDOWS\system32\uxtheme.dll,No,Not checked
2402,C:\WINDOWS\system32\mswsock.dll,No,Not checked
2403,C:\WINDOWS\System32\SHELL32.dll,No,Not checked
2404,C:\WINDOWS\System32\wintypes.dll,No,Not checked
2405,C:\WINDOWS\System32\ADVAPI32.dll,No,Not checked
2406,C:\WINDOWS\SYSTEM32\ntmarta.dll,No,Not checked
2407,C:\WINDOWS\SYSTEM32\kernel.appcore.dll,No,Not checked
2408,C:\WINDOWS\System32\MSCTF.dll,No,Not checked
2409,C:\WINDOWS\System32\ole32.dll,No,Not checked
2410,C:\WINDOWS\SYSTEM32\daxexec.dll,No,Not checked
2411,C:\WINDOWS\SYSTEM32\container.dll,No,Not checked
2412,C:\WINDOWS\SYSTEM32\bcrypt.dll,No,Not checked
2413,C:\WINDOWS\SYSTEM32\ncrypt.dll,No,Not checked
2414,C:\WINDOWS\SYSTEM32\NTASN1.dll,No,Not checked
2415,C:\WINDOWS\System32\clbcatq.dll,No,Not checked
2416,C:\Windows\System32\Windows.System.Profile.SystemId.dll,No,Not checked
2417,C:\WINDOWS\SYSTEM32\CLIPC.dll,No,Not checked
2418,C:\WINDOWS\SYSTEM32\windows.storage.dll,No,Not checked
2419,C:\WINDOWS\SYSTEM32\windows.staterepositorycore.dll,No,Not checked
2420,C:\WINDOWS\System32\shlwapi.dll,No,Not checked
2421,C:\Windows\System32\Windows.Storage.ApplicationData.dll,No,Not checked
2422,C:\Windows\System32\twinapi.appcore.dll,No,Not checked
2423,C:\WINDOWS\SYSTEM32\PROPSYS.dll,No,Not checked
2424,C:\WINDOWS\SYSTEM32\WTSAPI32.dll,No,Not checked
2425,C:\WINDOWS\SYSTEM32\WINSTA.dll,No,Not checked
2426,C:\WINDOWS\system32\napinsp.dll,No,Not checked
2427,C:\WINDOWS\SYSTEM32\DNSAPI.dll,No,Not checked
2428,C:\WINDOWS\System32\NSI.dll,No,Not checked
2429,C:\WINDOWS\System32\winrnr.dll,No,Not checked
2430,C:\WINDOWS\system32\nlansp_c.dll,No,Not checked
2431,C:\WINDOWS\system32\wshbth.dll,No,Not checked
2432,C:\WINDOWS\SYSTEM32\windows.staterepositoryclient.dll,No,Not checked
2433,C:\WINDOWS\SYSTEM32\capauthz.dll,No,Not checked
2434,C:\WINDOWS\SYSTEM32\icu.dll,No,Not checked
2435,C:\WINDOWS\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.3360_none_3e0cc616e3305d09\COMCTL32.dll,No,Not checked
2436,C:\WINDOWS\SYSTEM32\CRYPTBASE.dll,No,Not checked
2437,C:\WINDOWS\SYSTEM32\textinputframework.dll,No,Not checked
2438,C:\Windows\System32\Windows.UI.dll,No,Not checked
2439,C:\WINDOWS\SYSTEM32\profapi.dll,No,Not checked
2440,C:\WINDOWS\SYSTEM32\mscms.dll,No,Not checked
2441,C:\WINDOWS\System32\MMDevApi.dll,No,Not checked
2442,C:\WINDOWS\System32\DEVOBJ.dll,No,Not checked
2443,C:\Windows\System32\MsSpellCheckingFacility.dll,No,Not checked
2444,C:\WINDOWS\System32\netprofm.dll,No,Not checked
2445,C:\Windows\System32\OneCoreUAPCommonProxyStub.dll,No,Not checked
2446,C:\Windows\System32\Bcp47Langs.dll,No,Not checked
2447,C:\WINDOWS\System32\npmproxy.dll,No,Not checked
2448,C:\Windows\System32\execmodelclient.dll,No,Not checked
2449,C:\WINDOWS\system32\execmodelproxy.dll,No,Not checked
2450,C:\WINDOWS\SYSTEM32\dxgi.dll,No,Not checked
2451,C:\WINDOWS\SYSTEM32\directxdatabasehelper.dll,No,Not checked
2452,C:\WINDOWS\SYSTEM32\dxcore.dll,No,Not checked
2453,C:\WINDOWS\SYSTEM32\CRYPTSP.dll,No,Not checked
2454,C:\WINDOWS\system32\rsaenh.dll,No,Not checked
2455,C:\WINDOWS\SYSTEM32\gpapi.dll,No,Not checked
2456,C:\Windows\System32\rasadhlp.dll,No,Not checked
2457,C:\WINDOWS\System32\fwpuclnt.dll,No,Not checked
2458,C:\Windows\System32\InputHost.dll,No,Not checked
2459,C:\Windows\System32\CoreMessaging.dll,No,Not checked
2460,C:\WINDOWS\SYSTEM32\dwmapi.dll,No,Not checked
2461,C:\WINDOWS\system32\dataexchange.dll,No,Not checked
2462,C:\Windows\System32\Windows.Globalization.dll,No,Not checked
2463,C:\WINDOWS\system32\twinapi.dll,No,Not checked
2464,C:\WINDOWS\SYSTEM32\atlthunk.dll,No,Not checked
2465,C:\WINDOWS\SYSTEM32\OLEACC.dll,No,Not checked
2466,C:\WINDOWS\system32\directmanipulation.dll,No,Not checked
2467,C:\Windows\System32\Windows.ApplicationModel.Store.dll,No,Not checked
2468,C:\WINDOWS\system32\twinui.dll,No,Not checked
2469,C:\Windows\System32\iertutil.dll,No,Not checked
2470,C:\Windows\System32\srvcli.dll,No,Not checked
2471,C:\Windows\System32\netutils.dll,No,Not checked
2472,C:\WINDOWS\SYSTEM32\policymanager.dll,No,Not checked
2473,C:\WINDOWS\SYSTEM32\msvcp110_win.dll,No,Not checked
2474,C:\WINDOWS\System32\Speech\Common\sapi.dll,No,Not checked
2475,C:\WINDOWS\SYSTEM32\usermgrcli.dll,No,Not checked
2476,C:\Windows\System32\InstallService.dll,No,Not checked
2477,C:\WINDOWS\SYSTEM32\rmclient.dll,No,Not checked
2478,C:\Windows\System32\Wldp.dll,No,Not checked
2479,C:\Windows\System32\MPR.dll,No,Not checked
2480,C:\WINDOWS\System32\nlmproxy.dll,No,Not checked
2481,C:\WINDOWS\SYSTEM32\uiautomationcore.dll,No,Not checked
2482,C:\WINDOWS\SYSTEM32\sxs.dll,No,Not checked
2483,C:\WINDOWS\SYSTEM32\ntdll.dll,No,Not checked
2484,C:\WINDOWS\System32\KERNELBASE.dll,No,Not checked
2485,C:\WINDOWS\System32\OLEAUT32.dll,No,Not checked
2486,C:\WINDOWS\System32\msvcp_win.dll,No,Not checked
2487,C:\WINDOWS\System32\ucrtbase.dll,No,Not checked
2488,C:\WINDOWS\SYSTEM32\dbghelp.dll,No,Not checked
2489,C:\WINDOWS\System32\combase.dll,No,Not checked
2490,C:\WINDOWS\System32\RPCRT4.dll,No,Not checked
2491,C:\WINDOWS\System32\WS2_32.dll,No,Not checked
2492,C:\WINDOWS\System32\CRYPT32.dll,No,Not checked
2493,C:\WINDOWS\SYSTEM32\WINMM.dll,No,Not checked
2494,C:\WINDOWS\System32\WINTRUST.dll,No,Not checked
2495,C:\WINDOWS\System32\msvcrt.dll,No,Not checked
2496,C:\WINDOWS\SYSTEM32\USERENV.dll,No,Not checked
2497,C:\WINDOWS\SYSTEM32\VERSION.dll,No,Not checked
2498,C:\WINDOWS\SYSTEM32\DWrite.dll,No,Not checked
2499,C:\WINDOWS\System32\shcore.dll,No,Not checked
2500,C:\WINDOWS\SYSTEM32\Secur32.dll,No,Not checked
2501,C:\WINDOWS\SYSTEM32\WINHTTP.dll,No,Not checked
2502,C:\WINDOWS\System32\sechost.dll,No,Not checked
2503,C:\WINDOWS\SYSTEM32\cfgmgr32.dll,No,Not checked
2504,C:\WINDOWS\SYSTEM32\MSASN1.dll,No,Not checked
2505,C:\WINDOWS\System32\bcryptPrimitives.dll,No,Not checked
2506,C:\WINDOWS\SYSTEM32\powrprof.dll,No,Not checked
2507,C:\WINDOWS\SYSTEM32\UMPDC.dll,No,Not checked
2508,C:\WINDOWS\System32\USER32.dll,No,Not checked
2509,C:\WINDOWS\System32\win32u.dll,No,Not checked
2510,C:\WINDOWS\System32\GDI32.dll,No,Not checked
2511,C:\WINDOWS\System32\gdi32full.dll,No,Not checked
2512,C:\WINDOWS\system32\uxtheme.dll,No,Not checked
2513,C:\WINDOWS\system32\mswsock.dll,No,Not checked
2514,C:\WINDOWS\System32\SHELL32.dll,No,Not checked
2515,C:\WINDOWS\System32\wintypes.dll,No,Not checked
2516,C:\WINDOWS\System32\MSCTF.dll,No,Not checked
2517,C:\WINDOWS\SYSTEM32\uiautomationcore.dll,No,Not checked
2518,C:\WINDOWS\SYSTEM32\kernel.appcore.dll,No,Not checked
2519,C:\WINDOWS\SYSTEM32\OLEACC.dll,No,Not checked
2520,C:\WINDOWS\SYSTEM32\ntdll.dll,No,Not checked
2521,C:\WINDOWS\System32\KERNELBASE.dll,No,Not checked
2522,C:\WINDOWS\System32\USER32.dll,No,Not checked
2523,C:\WINDOWS\System32\win32u.dll,No,Not checked
2524,C:\WINDOWS\System32\GDI32.dll,No,Not checked
2525,C:\WINDOWS\System32\gdi32full.dll,No,Not checked
2526,C:\WINDOWS\System32\msvcp_win.dll,No,Not checked
2527,C:\WINDOWS\System32\ucrtbase.dll,No,Not checked
2528,C:\WINDOWS\System32\shcore.dll,No,Not checked
2529,C:\WINDOWS\System32\ADVAPI32.dll,No,Not checked
2530,C:\WINDOWS\System32\msvcrt.dll,No,Not checked
2531,C:\WINDOWS\System32\sechost.dll,No,Not checked
2532,C:\WINDOWS\SYSTEM32\dwmapi.dll,No,Not checked
2533,C:\WINDOWS\System32\RPCRT4.dll,No,Not checked
2534,C:\WINDOWS\System32\combase.dll,No,Not checked
2535,C:\WINDOWS\System32\SHLWAPI.dll,No,Not checked
2536,C:\WINDOWS\System32\SHELL32.dll,No,Not checked
2537,C:\WINDOWS\SYSTEM32\WTSAPI32.dll,No,Not checked
2538,C:\WINDOWS\SYSTEM32\VERSION.dll,No,Not checked
2539,C:\WINDOWS\System32\wintypes.dll,No,Not checked
2540,C:\WINDOWS\System32\CRYPT32.dll,No,Not checked
2541,C:\WINDOWS\SYSTEM32\WININET.dll,No,Not checked
2542,C:\WINDOWS\System32\WS2_32.dll,No,Not checked
2543,C:\WINDOWS\SYSTEM32\POWRPROF.dll,No,Not checked
2544,C:\WINDOWS\System32\SETUPAPI.dll,No,Not checked
2545,C:\WINDOWS\SYSTEM32\dxva2.dll,No,Not checked
2546,C:\WINDOWS\SYSTEM32\d3d9.dll,No,Not checked
2547,C:\WINDOWS\SYSTEM32\dxgi.dll,No,Not checked
2548,C:\WINDOWS\SYSTEM32\d3d11.dll,No,Not checked
2549,C:\WINDOWS\SYSTEM32\pdh.dll,No,Not checked
2550,C:\WINDOWS\SYSTEM32\WINHTTP.dll,No,Not checked
2551,C:\WINDOWS\SYSTEM32\urlmon.dll,No,Not checked
2552,C:\WINDOWS\System32\ole32.dll,No,Not checked
2553,C:\WINDOWS\SYSTEM32\dbghelp.dll,No,Not checked
2554,C:\WINDOWS\System32\OLEAUT32.dll,No,Not checked
2555,C:\WINDOWS\SYSTEM32\bcrypt.dll,No,Not checked
2556,C:\WINDOWS\SYSTEM32\iertutil.dll,No,Not checked
2557,C:\WINDOWS\SYSTEM32\windows.storage.dll,No,Not checked
2558,C:\WINDOWS\SYSTEM32\wevtapi.dll,No,Not checked
2559,C:\WINDOWS\SYSTEM32\msi.dll,No,Not checked
2560,C:\WINDOWS\SYSTEM32\SensApi.dll,No,Not checked
2561,C:\WINDOWS\SYSTEM32\OPENGL32.dll,No,Not checked
2562,C:\WINDOWS\SYSTEM32\dxcore.dll,No,Not checked
2563,C:\WINDOWS\SYSTEM32\WINMM.dll,No,Not checked
2564,C:\WINDOWS\SYSTEM32\UxTheme.dll,No,Not checked
2565,C:\WINDOWS\SYSTEM32\DNSAPI.dll,No,Not checked
2566,C:\WINDOWS\SYSTEM32\Secur32.dll,No,Not checked
2567,C:\WINDOWS\SYSTEM32\srvcli.dll,No,Not checked
2568,C:\WINDOWS\SYSTEM32\netutils.dll,No,Not checked
2569,C:\WINDOWS\SYSTEM32\MPR.dll,No,Not checked
2570,C:\WINDOWS\SYSTEM32\USERENV.dll,No,Not checked
2571,C:\WINDOWS\SYSTEM32\AUTHZ.dll,No,Not checked
2572,C:\WINDOWS\SYSTEM32\NETAPI32.dll,No,Not checked
2573,C:\WINDOWS\SYSTEM32\GLU32.dll,No,Not checked
2574,C:\WINDOWS\SYSTEM32\DWrite.dll,No,Not checked
2575,C:\WINDOWS\SYSTEM32\d3d12.dll,No,Not checked
2576,C:\WINDOWS\System32\COMDLG32.dll,No,Not checked
2577,C:\WINDOWS\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.26100.3360_none_3e0cc616e3305d09\COMCTL32.dll,No,Not checked
2578,C:\WINDOWS\System32\IMM32.dll,No,Not checked
2579,C:\WINDOWS\SYSTEM32\CFGMGR32.dll,No,Not checked
2580,C:\WINDOWS\SYSTEM32\ncrypt.dll,No,Not checked
2581,C:\WINDOWS\SYSTEM32\PROPSYS.dll,No,Not checked
2582,C:\WINDOWS\SYSTEM32\BluetoothApis.dll,No,Not checked
2583,C:\WINDOWS\SYSTEM32\USP10.dll,No,Not checked
2584,C:\WINDOWS\SYSTEM32\DEVOBJ.dll,No,Not checked
2585,C:\WINDOWS\SYSTEM32\UMPDC.dll,No,Not checked
2586,C:\WINDOWS\SYSTEM32\directxdatabasehelper.dll,No,Not checked
2587,C:\WINDOWS\SYSTEM32\kernel.appcore.dll,No,Not checked
2588,C:\WINDOWS\SYSTEM32\windows.staterepositorycore.dll,No,Not checked
2589,C:\WINDOWS\System32\bcryptPrimitives.dll,No,Not checked
2590,C:\WINDOWS\System32\NSI.dll,No,Not checked
2591,C:\WINDOWS\SYSTEM32\NTASN1.dll,No,Not checked
2592,C:\WINDOWS\SYSTEM32\atiadlxx.dll,No,Not checked
2593,C:\WINDOWS\System32\WINTRUST.dll,No,Not checked
2594,C:\WINDOWS\SYSTEM32\MSASN1.dll,No,Not checked
2595,C:\WINDOWS\SYSTEM32\profapi.dll,No,Not checked
2596,C:\WINDOWS\SYSTEM32\daxexec.dll,No,Not checked
2597,C:\WINDOWS\SYSTEM32\container.dll,No,Not checked
2598,C:\WINDOWS\SYSTEM32\ntmarta.dll,No,Not checked
2599,C:\WINDOWS\SYSTEM32\mfplat.dll,No,Not checked
2600,C:\WINDOWS\SYSTEM32\mf.dll,No,Not checked
2601,C:\WINDOWS\SYSTEM32\amdadlx64.dll,No,Not checked
2602,C:\WINDOWS\System32\clbcatq.dll,No,Not checked
2603,C:\WINDOWS\SYSTEM32\ANR-bgproc-Lib.dll,No,Not checked
2604,C:\WINDOWS\SYSTEM32\apphelp.dll,No,Not checked
2605,C:\Windows\System32\Windows.Globalization.dll,No,Not checked
2606,C:\Windows\System32\Bcp47Langs.dll,No,Not checked
2607,C:\WINDOWS\System32\MSCTF.dll,No,Not checked
2608,C:\WINDOWS\SYSTEM32\edputil.dll,No,Not checked
2609,C:\WINDOWS\SYSTEM32\virtdisk.dll,No,Not checked
2610,C:\WINDOWS\SYSTEM32\Wldp.dll,No,Not checked
2611,C:\WINDOWS\SYSTEM32\windows.staterepositoryclient.dll,No,Not checked
2612,C:\WINDOWS\SYSTEM32\capauthz.dll,No,Not checked
2613,C:\WINDOWS\SYSTEM32\WINSTA.dll,No,Not checked
2614,C:\WINDOWS\SYSTEM32\D3D12Core.dll,No,Not checked
2615,C:\WINDOWS\SYSTEM32\LINKINFO.dll,No,Not checked
2616,C:\WINDOWS\System32\MMDevApi.dll,No,Not checked
2617,C:\WINDOWS\SYSTEM32\webio.dll,No,Not checked
2618,C:\WINDOWS\system32\mswsock.dll,No,Not checked
2619,C:\Windows\System32\rasadhlp.dll,No,Not checked
2620,C:\WINDOWS\SYSTEM32\ondemandconnroutehelper.dll,No,Not checked
2621,C:\WINDOWS\SYSTEM32\sxs.dll,No,Not checked
2622,C:\WINDOWS\SYSTEM32\profext.dll,No,Not checked
2623,C:\Windows\System32\Windows.UI.dll,No,Not checked
2624,C:\Windows\System32\Windows.UI.Immersive.dll,No,Not checked
2625,C:\WINDOWS\System32\fwpuclnt.dll,No,Not checked
2626,C:\WINDOWS\system32\ncryptsslp.dll,No,Not checked
2627,C:\WINDOWS\SYSTEM32\CRYPTSP.dll,No,Not checked
